cityName,country,lat,lng,temp,minTemp,maxTemp,seaLevel,grndLevel,humidity,cloudiness,winds,windDegrees,date
Murphy,US,33.02,-96.61,39.69,35.42,44.6,,,92,1,4.7,160.0,2018-11-16
Ukiah,US,39.15,-123.21,33.08,33.08,33.08,,,77,1,2.01,61.0039,2018-11-16
River Ridge,US,34.23,-85.22,30.47,26.96,33.8,,,77,1,3.58,273.004,2018-11-16
Alpine,US,43.07,-85.69,33.76,29.84,35.96,,,93,90,4.7,240.0,2018-11-16
Forest Grove,US,45.52,-123.11,43.93,41.0,48.2,,,96,90,1.23,340.504,2018-11-16
Susanville,US,40.42,-120.65,23.0,23.0,23.0,,,57,1,3.36,270.0,2018-11-16
Ruston,US,32.52,-92.64,38.44,35.96,40.1,,,78,1,2.91,204.504,2018-11-16
Fergus Falls,US,46.28,-96.08,20.12,17.6,23.0,,,85,1,5.82,330.0,2018-11-16
Weatherford,US,32.76,-97.8,39.87,35.06,42.8,,,80,1,5.59,246.504,2018-11-16
Ahuimanu,US,21.44,-157.84,74.26,69.8,77.0,,,94,75,3.36,300.0,2018-11-16
Leon,US,40.74,-93.75,34.21,30.92,36.68,,,86,90,10.29,300.0,2018-11-16
Salem,US,44.94,-123.03,39.81,33.98,42.98,,,95,90,2.91,341.504,2018-11-16
Valparaiso,US,41.47,-87.06,33.93,32.0,35.96,,,75,75,10.29,260.0,2018-11-16
Tyler,US,32.35,-95.3,40.77,39.02,42.8,,,73,1,6.93,190.0,2018-11-16
Florence,US,34.8,-87.68,29.57,26.96,35.6,,,92,1,3.36,120.0,2018-11-16
Roseburg,US,43.22,-123.34,48.76,46.94,50.0,,,86,90,1.9,112.504,2018-11-16
Rupert,US,42.62,-113.68,27.28,23.0,32.0,,,77,1,4.03,196.004,2018-11-16
Saint Louis Park,US,44.95,-93.35,28.78,26.78,30.2,,,86,90,12.75,300.0,2018-11-16
Lamar,US,38.09,-102.62,23.0,23.0,23.0,,,91,1,16.67,185.504,2018-11-16
Huron,US,44.36,-98.21,28.45,26.06,30.02,,,92,90,8.05,80.0,2018-11-16
Truth or Consequences,US,33.13,-107.25,32.0,32.0,32.0,,,49,1,4.7,320.0,2018-11-16
Palmer,US,61.6,-149.11,25.09,21.02,28.94,,,55,1,9.17,330.0,2018-11-16
Eliot,US,43.15,-70.8,32.13,26.06,42.08,,,100,90,19.46,10.0,2018-11-16
Astoria,US,46.19,-123.83,48.92,48.92,48.92,,,100,90,2.35,193.504,2018-11-16
Grand Forks,US,47.91,-97.06,18.97,17.6,21.2,,,85,90,13.87,350.0,2018-11-16
Marshall,US,39.39,-87.69,29.68,28.04,31.1,,,84,75,10.29,250.0,2018-11-16
Estelle,US,32.87,-97.01,40.77,35.42,46.94,,,80,1,6.93,180.0,2018-11-16
Wahpeton,US,46.27,-96.61,20.75,19.04,23.0,,,85,68,4.7,360.0,2018-11-16
Coos Bay,US,43.37,-124.22,41.0,41.0,41.0,,,100,1,4.7,150.0,2018-11-16
Port Hueneme,US,34.15,-119.2,49.03,46.04,51.98,,,58,1,5.82,20.0,2018-11-16
Dubuque,US,42.5,-90.66,35.06,32.0,37.4,,,74,90,14.99,300.0,2018-11-16
Weiser,US,44.25,-116.97,21.92,21.92,21.92,,,71,1,4.7,290.0,2018-11-16
Nantucket,US,41.28,-70.1,50.81,48.2,53.06,,,96,90,19.46,190.0,2018-11-16
Waycross,US,31.21,-82.35,37.74,35.96,39.2,,,83,1,10.29,320.0,2018-11-16
Shreveport,US,32.52,-93.77,37.4,35.6,39.02,,,85,1,4.7,140.0,2018-11-16
Somerset,US,37.09,-84.6,29.84,28.94,30.2,,,100,1,6.93,180.0,2018-11-16
Oneonta,US,42.45,-75.06,31.19,31.19,31.19,1020.62,961.37,73,0,3.02,307.004,2018-11-16
Dickinson,US,46.88,-102.79,33.08,33.08,33.08,,,91,90,6.93,130.0,2018-11-16
Billings,US,45.79,-108.5,48.02,48.02,48.02,,,45,90,10.29,290.0,2018-11-16
Morgan City,US,29.7,-91.21,35.74,35.6,35.96,,,100,1,4.03,134.504,2018-11-16
South Sioux City,US,42.47,-96.41,29.73,22.46,33.8,,,80,90,6.93,310.0,2018-11-16
Arkadelphia,US,34.12,-93.05,33.73,32.0,35.06,,,84,1,3.02,220.004,2018-11-16
Kenai,US,60.55,-151.26,29.97,26.96,33.08,,,88,90,17.22,20.0,2018-11-16
Logansport,US,40.75,-86.36,31.8,30.2,33.8,,,99,90,11.41,240.0,2018-11-16
Toppenish,US,46.38,-120.31,35.06,35.06,35.06,,,84,1,4.7,320.0,2018-11-16
Tallahassee,US,30.44,-84.28,35.92,35.06,37.4,,,74,8,6.93,,2018-11-16
Green River,US,41.53,-109.47,30.92,30.92,30.92,,,60,1,17.22,240.0,2018-11-16
Natchitoches,US,31.76,-93.09,36.37,34.7,39.02,,,100,1,4.36,193.504,2018-11-16
Troutdale,US,45.53,-122.39,44.22,42.08,46.04,,,92,90,1.57,63.0039,2018-11-16
Willmar,US,45.12,-95.04,23.29,19.4,26.6,,,92,1,3.36,300.0,2018-11-16
Atchison,US,39.56,-95.12,29.57,23.0,35.06,,,100,1,5.7,266.504,2018-11-16
Ferry Pass,US,30.51,-87.21,34.09,30.56,37.04,,,92,1,5.82,40.0,2018-11-16
Guymon,US,36.68,-101.48,29.39,26.06,39.02,,,75,1,11.41,230.0,2018-11-16
Key Largo,US,25.09,-80.45,62.06,62.06,62.06,,,77,90,12.75,350.0,2018-11-16
Glenwood Springs,US,39.55,-107.33,19.8,15.08,24.8,,,53,1,12.75,220.0,2018-11-16
Kalispell,US,48.2,-114.32,39.92,39.92,39.92,,,82,90,5.82,150.0,2018-11-16
Jackson,US,35.61,-88.82,32.02,30.2,33.8,,,88,1,4.7,200.0,2018-11-16
Benton Harbor,US,42.12,-86.45,32.5,28.94,36.68,,,82,90,11.41,260.0,2018-11-16
Gallup,US,35.53,-108.74,14.58,14.0,15.08,,,70,1,3.36,70.0,2018-11-16
Douglas,US,58.28,-134.39,33.26,30.02,35.06,,,100,90,2.68,36.5039,2018-11-16
Lufkin,US,31.34,-94.73,33.51,30.92,35.6,,,100,1,3.36,100.0,2018-11-16
Excelsior Springs,US,39.34,-94.23,33.26,30.92,35.06,,,85,1,5.82,220.0,2018-11-16
Millinocket,US,45.66,-68.71,19.36,19.04,19.94,,,84,90,8.05,20.0,2018-11-16
Valley City,US,46.92,-98.0,25.47,24.8,26.6,,,100,90,7.94,59.5039,2018-11-16
Long Beach,US,30.35,-89.15,35.58,33.98,37.58,,,96,1,3.24,80.5039,2018-11-16
Coalinga,US,36.14,-120.36,36.48,35.96,37.04,,,51,1,4.03,65.5039,2018-11-16
Lewiston,US,46.42,-117.02,42.51,42.08,42.98,,,79,90,2.46,319.004,2018-11-16
Mastic Beach,US,40.77,-72.85,39.24,37.04,42.62,,,92,90,16.11,350.0,2018-11-16
Columbine,US,39.59,-105.07,35.24,27.5,42.08,,,82,1,4.7,210.0,2018-11-16
Baker City,US,44.77,-117.83,24.08,24.08,24.08,,,87,40,2.13,315.504,2018-11-16
Evans,US,40.38,-104.69,32.7,17.96,42.08,,,78,1,3.36,280.0,2018-11-16
Carpentersville,US,42.12,-88.26,35.17,33.08,37.04,,,84,90,10.29,250.0,2018-11-16
Alexandria,US,31.31,-92.44,34.2,32.0,35.6,,,95,1,3.47,176.504,2018-11-16
Clive,US,41.61,-93.78,35.98,35.06,37.4,,,82,90,9.17,297.004,2018-11-16
Bismarck,US,46.81,-100.78,29.21,28.4,30.02,,,100,92,10.29,170.0,2018-11-16
King City,US,36.21,-121.13,46.94,46.94,46.94,,,41,1,4.7,71.0039,2018-11-16
Dunn,US,35.31,-78.61,41.32,38.3,44.6,,,69,1,5.82,290.0,2018-11-16
Chippewa Falls,US,44.94,-91.39,30.29,28.94,32.0,,,78,90,16.11,290.0,2018-11-16
Auburn,US,32.61,-85.48,32.49,30.02,35.06,,,100,1,3.36,280.0,2018-11-16
Flagstaff,US,35.2,-111.65,28.09,15.98,42.8,,,30,1,13.87,30.0,2018-11-16
Bloomington,US,40.47,-88.99,34.88,32.0,35.96,,,85,90,4.7,280.0,2018-11-16
Lawrenceburg,US,35.24,-87.33,29.64,28.04,32.0,,,92,1,3.36,180.0,2018-11-16
Kailua,US,21.39,-157.74,74.25,69.8,77.0,,,94,75,3.36,300.0,2018-11-16
Cape Canaveral,US,28.41,-80.6,52.21,50.0,54.32,,,87,75,10.29,320.0,2018-11-16
Cortez,US,37.35,-108.58,15.08,15.08,15.08,,,73,1,5.82,70.0,2018-11-16
Havelock,US,34.88,-76.9,44.8,44.06,46.04,,,85,1,12.75,280.0,2018-11-16
Maryville,US,40.35,-94.87,28.99,28.04,30.92,,,92,1,5.82,220.0,2018-11-16
New Bern,US,35.11,-77.04,44.26,42.8,46.04,,,70,1,5.82,300.0,2018-11-16
Galveston,US,40.58,-86.19,31.35,29.3,33.8,,,99,90,14.99,260.0,2018-11-16
Depew,US,35.8,-96.51,32.81,30.02,35.6,,,94,1,5.93,69.0039,2018-11-16
Longmont,US,40.17,-105.1,35.22,27.5,42.08,,,78,1,3.36,280.0,2018-11-16
Fallon,US,46.84,-105.12,33.8,33.8,33.8,,,100,90,12.97,284.504,2018-11-16
Livingston,US,32.58,-88.19,31.5,30.92,32.0,,,92,75,3.58,190.004,2018-11-16
Cloquet,US,46.72,-92.46,26.37,24.8,28.4,,,79,90,13.87,300.0,2018-11-16
Bellmead,US,31.59,-97.11,37.29,37.04,37.94,,,85,1,4.7,200.0,2018-11-16
Bullhead City,US,35.15,-114.57,47.19,41.0,51.8,,,25,1,2.57,347.504,2018-11-16
Lahaina,US,20.87,-156.68,72.75,69.98,75.02,,,87,1,14.99,50.0,2018-11-16
Hoquiam,US,46.98,-123.89,51.17,50.0,53.06,,,100,90,4.7,220.0,2018-11-16
Missoula,US,46.87,-114.0,39.92,39.92,39.92,,,89,90,1.9,256.004,2018-11-16
Mount Pleasant,US,33.16,-94.97,39.25,35.06,42.8,,,92,1,3.36,150.0,2018-11-16
Cheney,US,47.49,-117.58,36.5,33.98,37.94,,,100,90,4.7,10.0,2018-11-16
Pierre,US,44.37,-100.35,28.94,28.94,28.94,,,96,75,10.29,120.0,2018-11-16
Tifton,US,31.45,-83.51,35.29,33.98,36.68,,,84,1,10.29,330.0,2018-11-16
Marana,US,32.44,-111.22,40.37,37.4,42.62,,,51,1,8.05,110.0,2018-11-16
Washougal,US,45.58,-122.35,44.22,42.08,46.04,,,92,90,1.57,63.0039,2018-11-16
Brownsville,US,25.91,-97.49,41.92,39.92,42.98,,,93,20,1.45,147.004,2018-11-16
Winnemucca,US,40.97,-117.74,12.92,12.92,12.92,,,53,1,4.7,140.0,2018-11-16
Hilton Head Island,US,32.16,-80.75,37.44,37.04,37.94,,,100,1,11.41,310.0,2018-11-16
Waconia,US,44.85,-93.79,27.9,26.06,30.2,,,92,90,8.05,300.0,2018-11-16
Bozeman,US,45.68,-111.04,42.96,39.2,48.02,,,44,90,17.22,170.0,2018-11-16
Gulfport,US,30.37,-89.09,35.58,33.98,37.58,,,96,1,3.24,65.0039,2018-11-16
Marietta,US,33.95,-84.55,31.87,30.02,33.98,,,82,1,5.14,313.504,2018-11-16
Danbury,US,41.39,-73.45,33.94,32.0,37.04,,,88,90,21.92,340.0,2018-11-16
Pacifica,US,37.61,-122.49,39.78,33.08,48.02,,,100,90,3.36,40.0,2018-11-16
Russellville,US,35.28,-93.13,28.94,28.94,28.94,,,96,1,2.24,252.504,2018-11-16
Sunrise Manor,US,36.21,-115.07,41.94,34.34,48.02,,,41,90,3.13,343.504,2018-11-16
Tarboro,US,35.9,-77.54,41.94,39.92,44.24,,,70,1,11.41,260.0,2018-11-16
Sterling,US,39.0,-77.4,37.2,34.16,39.2,,,86,1,9.17,310.0,2018-11-16
Wasilla,US,61.58,-149.44,25.11,21.02,28.94,,,95,1,5.82,200.0,2018-11-16
Selma,US,36.57,-119.61,40.17,35.96,42.8,,,75,90,2.24,331.004,2018-11-16
Bellevue,US,47.61,-122.19,51.24,48.92,53.06,,,92,90,2.57,167.504,2018-11-16
Covington,US,35.56,-89.65,32.97,30.2,35.06,,,86,1,8.16,243.504,2018-11-16
Charlottesville,US,38.03,-78.48,37.67,33.08,41.0,,,62,1,11.41,250.0,2018-11-16
Cedar City,US,37.68,-113.06,26.06,26.06,26.06,,,74,1,2.24,167.504,2018-11-16
Ewa Beach,US,21.32,-158.01,74.28,69.8,77.0,,,94,75,3.36,300.0,2018-11-16
Warrensburg,US,38.76,-93.74,34.14,32.0,35.6,,,77,1,4.7,270.0,2018-11-16
Farmington,US,36.73,-108.21,18.77,17.96,19.94,,,81,1,6.93,80.0,2018-11-16
Morgantown,US,39.63,-79.96,29.25,24.8,30.92,,,100,90,8.05,250.0,2018-11-16
Forest,US,32.36,-89.47,32.0,32.0,32.0,,,95,75,3.36,150.0,2018-11-16
Nuevo Laredo,US,27.49,-99.5,36.86,33.26,41.0,,,70,1,3.36,90.0,2018-11-16
Isla Vista,US,34.41,-119.86,45.64,42.08,51.08,,,56,1,0.89,342.004,2018-11-16
Washington DC.,US,38.9,-77.04,37.72,34.16,41.0,,,79,1,13.87,296.004,2018-11-16
Nanticoke,US,41.21,-76.0,28.4,28.04,28.94,,,92,90,13.87,280.0,2018-11-16
Laurel,US,45.67,-108.77,48.02,48.02,48.02,,,45,90,10.29,290.0,2018-11-16
Elko,US,40.83,-115.76,15.98,15.98,15.98,,,61,1,2.68,177.004,2018-11-16
Garden City,US,40.73,-73.63,35.49,33.08,37.04,,,88,90,24.16,330.0,2018-11-16
Pendleton,US,34.65,-82.78,31.01,30.02,33.08,,,100,1,3.36,328.504,2018-11-16
Homer,US,59.64,-151.54,39.61,33.08,46.94,,,65,90,12.75,60.0,2018-11-16
Aberdeen,US,45.47,-98.49,24.98,24.98,24.98,,,80,90,5.82,80.0,2018-11-16
Miles City,US,46.41,-105.84,33.98,33.98,33.98,,,81,90,6.93,280.0,2018-11-16
Asheville,US,35.6,-82.55,30.02,30.02,30.02,,,78,75,16.11,350.0,2018-11-16
Craig,US,40.52,-107.55,18.3,12.92,24.08,,,94,1,2.46,203.504,2018-11-16
Houston,US,29.76,-95.37,37.76,33.8,42.8,,,91,1,2.68,192.504,2018-11-16
Payson,US,40.04,-111.73,26.55,24.08,28.76,,,80,1,1.34,116.004,2018-11-16
Traverse City,US,44.76,-85.62,33.58,32.0,35.6,,,95,90,3.36,190.0,2018-11-16
Brigantine,US,39.41,-74.36,37.98,35.96,39.92,,,88,90,18.34,290.0,2018-11-16
Rock Springs,US,41.59,-109.2,30.92,30.92,30.92,,,60,1,17.22,240.0,2018-11-16
Monterey,US,36.6,-121.89,43.83,39.2,46.94,,,51,1,5.14,100.504,2018-11-16
Evanston,US,42.04,-87.69,34.61,33.08,35.96,,,75,75,10.29,270.0,2018-11-16
Arcata,US,40.87,-124.08,40.1,37.94,42.8,,,75,1,9.17,140.0,2018-11-16
Herrin,US,37.8,-89.03,27.77,24.98,30.2,,,86,5,4.7,210.0,2018-11-16
Pottsville,US,40.69,-76.2,34.9,32.0,37.04,,,80,75,11.41,270.0,2018-11-16
Redmond,US,47.67,-122.12,51.17,48.92,53.06,,,96,90,2.57,167.504,2018-11-16
Brainerd,US,46.36,-94.2,21.83,19.4,24.98,,,79,90,5.82,330.0,2018-11-16
Muskogee,US,35.75,-95.37,31.3,28.4,33.8,,,88,1,4.14,71.5039,2018-11-16
Enid,US,36.4,-97.88,34.25,32.0,37.04,,,87,1,6.26,88.5039,2018-11-16
Lively,US,33.6,-99.18,40.77,40.77,40.77,1035.05,990.23,60,0,4.59,245.504,2018-11-16
Price,US,39.6,-110.81,26.06,26.06,26.06,,,62,1,3.36,10.0,2018-11-16
Morro Bay,US,35.37,-120.85,42.84,37.04,48.02,,,55,1,5.03,76.5039,2018-11-16
Waynesboro,US,35.32,-87.76,31.15,28.04,35.6,,,67,1,6.93,170.0,2018-11-16
Laramie,US,41.31,-105.59,40.41,35.06,43.16,,,43,1,17.22,230.0,2018-11-16
Sulphur,US,30.24,-93.38,38.19,37.22,40.64,,,98,1,2.57,201.504,2018-11-16
Henderson,US,36.04,-114.98,43.57,39.56,48.02,,,41,90,3.13,343.504,2018-11-16
Mandan,US,46.83,-100.89,28.27,26.6,30.02,,,92,90,9.17,160.0,2018-11-16
Ojinaga,US,29.56,-104.41,33.84,33.84,33.84,1037.64,914.03,36,0,1.57,169.004,2018-11-16
Sikeston,US,36.88,-89.59,31.28,26.96,35.6,,,88,1,6.93,240.0,2018-11-16
Fortuna Foothills,US,32.66,-114.41,50.0,50.0,50.0,,,37,1,5.82,20.0,2018-11-16
Brownwood,US,31.71,-98.99,36.95,28.4,46.04,,,100,1,5.93,230.504,2018-11-16
Cody,US,44.53,-109.06,46.94,46.94,46.94,,,36,20,11.41,260.0,2018-11-16
Toccoa,US,34.58,-83.33,31.26,30.02,33.08,,,82,1,6.93,240.0,2018-11-16
Bainbridge,US,30.9,-84.58,35.2,33.8,37.4,,,100,1,3.36,270.0,2018-11-16
Ammon,US,43.47,-111.97,23.31,19.94,26.06,,,73,20,4.25,224.504,2018-11-16
Glendive,US,47.11,-104.71,32.77,32.0,33.8,,,100,90,5.59,320.004,2018-11-16
Las Vegas,US,36.17,-115.15,41.94,34.34,48.02,,,41,90,3.13,343.504,2018-11-16
Haysville,US,37.56,-97.35,32.02,26.96,35.96,,,77,1,3.36,40.0,2018-11-16
Zanesville,US,39.94,-82.01,31.26,30.2,32.0,,,85,90,16.11,230.0,2018-11-16
Waverly,US,37.04,-77.1,40.71,37.94,42.8,,,76,1,9.17,250.0,2018-11-16
Canyon,US,34.98,-101.92,33.31,31.28,35.06,,,88,1,2.91,125.004,2018-11-16
Pittsfield,US,39.61,-90.81,31.77,28.22,33.98,,,89,1,4.7,250.0,2018-11-16
Blue Springs,US,39.02,-94.28,33.75,30.92,35.6,,,84,1,4.7,270.0,2018-11-16
Fort Erie,US,42.91,-78.92,33.66,33.08,33.98,,,92,90,16.11,280.0,2018-11-16
Waldoboro,US,44.1,-69.38,27.36,23.0,35.6,,,93,90,24.16,60.0,2018-11-16
Syracuse,US,43.05,-76.15,27.72,26.06,28.94,,,95,90,3.36,140.0,2018-11-16
Rancho Mirage,US,33.76,-116.42,39.97,23.0,51.08,,,49,1,1.9,344.004,2018-11-16
Manhattan,US,39.18,-96.57,24.8,24.62,24.98,,,92,1,2.8,211.504,2018-11-16
Saint Paul,US,44.95,-93.1,29.16,28.04,30.2,,,86,90,12.75,300.0,2018-11-16
Alice,US,27.75,-98.07,40.96,39.2,42.98,,,91,1,3.36,320.0,2018-11-16
Santa Barbara,US,34.42,-119.7,47.32,42.8,51.08,,,56,1,0.89,342.004,2018-11-16
Plattsburgh,US,44.69,-73.46,23.9,21.92,26.96,,,96,90,3.36,31.5039,2018-11-16
Vicksburg,US,32.35,-90.88,33.64,33.08,33.98,,,100,1,5.14,206.504,2018-11-16
Pampa,US,35.54,-100.96,31.75,26.78,35.06,,,75,1,6.93,140.0,2018-11-16
Moore,US,35.34,-97.49,34.77,32.36,37.04,,,90,1,4.7,350.0,2018-11-16
Culpeper,US,38.47,-78.0,38.12,35.6,41.0,,,87,1,4.14,274.504,2018-11-16
Monticello,US,45.31,-93.79,27.5,26.06,28.94,,,84,90,6.93,300.0,2018-11-16
Rancho Palos Verdes,US,33.75,-118.37,53.46,50.0,55.94,,,50,40,3.58,33.0039,2018-11-16
Omaha,US,41.26,-95.94,30.29,26.96,32.0,,,80,1,5.82,290.0,2018-11-16
Dillon,US,45.22,-112.64,35.96,35.96,35.96,,,45,90,19.46,220.0,2018-11-16
Steamboat Springs,US,40.48,-106.83,17.92,8.6,28.4,,,94,1,2.13,218.004,2018-11-16
Muskegon,US,43.23,-86.25,35.29,33.8,35.96,,,93,90,4.7,240.0,2018-11-16
Lamesa,US,32.74,-101.95,30.38,30.38,30.38,,,79,1,6.93,300.0,2018-11-16
Gillette,US,44.29,-105.5,44.06,44.06,44.06,,,42,90,12.75,250.0,2018-11-16
Battle Creek,US,42.32,-85.18,30.15,28.4,32.0,,,90,90,10.29,220.0,2018-11-16
Azle,US,32.9,-97.55,41.31,35.06,46.94,,,56,1,5.59,246.504,2018-11-16
Magnolia,US,33.27,-93.24,34.97,32.0,39.92,,,83,1,2.46,205.004,2018-11-16
Placerville,US,38.73,-120.8,41.77,28.4,57.2,,,18,90,5.82,100.0,2018-11-16
Godfrey,US,38.96,-90.19,28.31,25.88,30.74,,,88,75,9.17,280.0,2018-11-16
Key West,US,47.93,-96.78,18.97,17.6,21.2,,,85,90,13.87,350.0,2018-11-16
Pascagoula,US,30.37,-88.56,36.21,35.06,37.94,,,88,1,3.24,65.0039,2018-11-16
Tuscaloosa,US,33.21,-87.57,35.06,35.06,35.06,,,81,40,3.36,10.0,2018-11-16
Greenwood,US,32.03,-101.9,34.27,32.9,37.04,,,82,0,3.13,178.004,2018-11-16
Homewood,US,41.56,-87.67,34.93,33.8,35.96,,,82,90,8.05,260.0,2018-11-16
Columbia,US,38.95,-92.33,33.17,28.94,35.78,,,81,1,8.05,290.0,2018-11-16
Bellefontaine,US,40.36,-83.76,30.87,30.02,32.0,,,89,90,11.41,230.0,2018-11-16
Siloam Springs,US,36.19,-94.54,31.33,28.4,33.8,,,88,1,3.36,110.0,2018-11-16
Sandpoint,US,48.28,-116.55,37.0,35.6,37.94,,,93,75,3.36,50.0,2018-11-16
Greensburg,US,30.83,-90.67,33.62,33.08,33.98,,,100,1,3.36,118.004,2018-11-16
Clovis,US,36.83,-119.7,40.1,35.96,42.8,,,75,90,0.78,216.504,2018-11-16
Great Falls,US,47.5,-111.29,42.15,41.0,43.34,,,72,90,9.17,270.0,2018-11-16
Lake City,US,38.03,-107.32,19.72,12.92,30.2,,,42,1,6.93,140.0,2018-11-16
Montgomery,US,32.37,-86.3,31.17,30.02,33.08,,,95,1,4.14,250.504,2018-11-16
Merrill,US,42.03,-121.6,19.04,19.04,19.04,,,84,1,2.35,67.5039,2018-11-16
Racine,US,42.73,-87.78,33.73,32.0,35.96,,,78,75,12.75,280.0,2018-11-16
Fernley,US,39.61,-119.25,21.96,17.6,26.96,,,44,1,2.35,337.504,2018-11-16
Canton,US,40.8,-81.38,32.32,30.92,33.98,,,92,90,3.36,240.0,2018-11-16
Elizabeth City,US,36.3,-76.22,43.47,41.0,45.86,,,79,1,13.2,283.004,2018-11-16
Jasper,US,33.83,-87.28,28.94,26.96,30.2,,,100,48,3.58,203.004,2018-11-16
Streator,US,41.12,-88.84,35.78,34.88,37.58,,,96,90,17.22,280.0,2018-11-16
Springfield,US,37.22,-93.29,28.04,28.04,28.04,,,81,1,3.36,220.0,2018-11-16
Sheridan,US,39.65,-105.03,35.24,27.5,42.08,,,82,1,4.7,210.0,2018-11-16
Rapid City,US,44.08,-103.23,34.57,28.04,42.8,,,65,90,4.7,180.0,2018-11-16
Nome,US,30.04,-94.42,37.71,33.98,40.1,,,91,1,2.68,149.004,2018-11-16
Anchorage,US,61.22,-149.89,25.12,21.02,28.94,,,99,75,4.7,10.0,2018-11-16
Red Bluff,US,40.18,-122.24,35.11,33.08,37.04,,,53,40,5.82,320.0,2018-11-16
Hibbing,US,47.43,-92.94,21.81,21.02,23.54,,,87,90,8.05,300.0,2018-11-16
Fairhaven,US,41.64,-70.9,44.89,39.02,53.06,,,100,90,3.36,340.0,2018-11-16
Cadillac,US,44.25,-85.4,33.15,30.92,35.06,,,89,90,5.82,250.0,2018-11-16
Mountain Home,US,43.13,-115.69,26.69,21.92,30.02,,,78,1,4.7,70.0,2018-11-16
Columbus,US,32.46,-84.99,32.99,30.02,35.06,,,93,1,3.91,331.504,2018-11-16
Vancouver,US,45.63,-122.67,44.73,42.08,48.2,,,96,90,1.57,63.0039,2018-11-16
Pahrump,US,36.21,-115.98,39.27,34.34,44.96,,,30,1,3.36,110.0,2018-11-16
Hot Springs,US,34.5,-93.06,35.06,35.06,35.06,,,95,1,2.35,213.004,2018-11-16
Charleston,US,38.35,-81.63,30.92,30.92,30.92,,,85,90,12.75,240.0,2018-11-16
Roanoke Rapids,US,36.46,-77.65,40.03,37.22,41.9,,,75,1,13.87,260.0,2018-11-16
Brawley,US,32.98,-115.53,47.93,46.94,48.92,,,33,1,1.57,291.504,2018-11-16
Peru,US,41.33,-89.13,35.44,34.88,35.96,,,85,90,10.29,300.0,2018-11-16
Madera,US,36.96,-120.06,38.43,32.0,42.8,,,75,90,1.12,125.004,2018-11-16
Huntsville,US,34.73,-86.59,29.75,28.94,30.2,,,100,1,3.91,202.504,2018-11-16
Brookings,US,44.31,-96.8,22.41,21.02,26.24,,,92,1,6.93,330.0,2018-11-16
Mitchell,US,43.71,-98.03,30.02,30.02,30.02,,,88,90,5.82,50.0,2018-11-16
Port Arthur,US,29.9,-93.93,43.3,37.94,59.0,,,100,1,2.68,149.004,2018-11-16
Houlton,US,46.13,-67.84,18.27,17.6,19.04,,,87,90,6.93,60.0,2018-11-16
West Point,US,33.61,-88.65,30.85,30.02,32.0,,,66,1,6.15,227.504,2018-11-16
Magalia,US,39.81,-121.58,36.63,35.6,37.04,,,55,90,3.58,353.004,2018-11-16
Hillsboro,US,39.16,-89.49,30.63,28.4,33.26,,,88,75,9.17,280.0,2018-11-16
Bernalillo,US,35.3,-106.55,28.65,22.82,33.08,,,58,20,2.35,325.504,2018-11-16
Anchorage,US,61.22,-149.89,30.02,28.58,33.08,,,88,90,8.34,27.5075,2018-11-17
Kodiak,US,39.95,-94.76,35.96,35.96,35.96,,,96,20,3.36,350.0,2018-11-17
Hilo,US,19.71,-155.08,57.34,50.9,69.98,,,97,90,5.82,210.0,2018-11-17
Sweetwater,US,32.47,-100.41,44.89,41.0,50.0,,,59,1,14.99,190.0,2018-11-17
Mission Bend,US,29.69,-95.67,49.86,45.5,55.4,,,89,20,3.36,100.0,2018-11-17
Kapaa,US,22.08,-159.32,73.26,71.96,73.94,,,81,90,19.46,30.0,2018-11-17
Ahuimanu,US,21.44,-157.84,73.11,69.8,77.0,,,87,75,16.11,60.0,2018-11-17
Pampa,US,35.54,-100.96,35.19,32.36,37.94,,,88,1,13.87,310.0,2018-11-17
Billings,US,45.79,-108.5,12.02,12.02,12.02,,,87,75,4.7,10.0,2018-11-17
Kenai,US,60.55,-151.26,34.38,33.98,35.06,,,92,90,16.11,30.0,2018-11-17
Half Moon Bay,US,37.46,-122.43,43.03,35.96,48.02,,,87,90,4.7,40.0,2018-11-17
Clinton,US,41.84,-90.19,30.61,30.02,30.92,,,100,90,4.7,10.0,2018-11-17
Bethel,US,60.79,-161.76,35.06,35.06,35.06,,,95,90,5.82,50.0,2018-11-17
Marquette,US,46.54,-87.4,24.66,15.8,28.94,,,92,20,8.05,320.0,2018-11-17
Siloam Springs,US,36.19,-94.54,44.51,41.0,48.02,,,80,1,5.82,160.0,2018-11-17
Gillette,US,44.29,-105.5,14.0,14.0,14.0,,,95,90,9.17,20.0,2018-11-17
Lompoc,US,34.64,-120.46,50.04,48.2,51.8,,,100,90,3.36,130.0,2018-11-17
Belle Fourche,US,44.67,-103.85,16.09,14.0,17.6,,,92,90,3.53,13.5075,2018-11-17
Sitka,US,37.17,-99.65,34.35,34.35,34.35,1033.31,956.5,89,32,19.64,26.5075,2018-11-17
College,US,64.86,-147.8,5.9,5.18,6.98,,,89,1,3.98,14.0075,2018-11-17
Kingsville,US,39.45,-76.42,40.55,37.4,44.06,,,70,75,3.36,250.0,2018-11-17
South Venice,US,27.05,-82.42,50.45,48.92,51.8,,,81,1,12.75,30.0,2018-11-17
Juneau,US,58.3,-134.42,39.02,39.02,39.02,,,95,90,20.8,100.0,2018-11-17
